Kids_First_Biospecimen_ID	bed_to_use
BS_XMNBSBGN	intersect_strelka_mutect2_vardict_WGS.bed
BS_XM302FF4	intersect_strelka_mutect2_vardict_WGS.bed
BS_XKXDH0YJ	intersect_strelka_mutect2_vardict_WGS.bed
BS_XKP747AS	intersect_strelka_mutect2_vardict_WGS.bed
BS_XKM2EAT4	intersect_strelka_mutect2_vardict_WGS.bed
BS_XKE77TR4	intersect_strelka_mutect2_vardict_WGS.bed
BS_XJZQA3AP	intersect_strelka_mutect2_vardict_WGS.bed
BS_XHAQXDR0	intersect_strelka_mutect2_vardict_WGS.bed
BS_XH5JP8DB	intersect_strelka_mutect2_vardict_WGS.bed
BS_XGVSX8BX	intersect_strelka_mutect2_vardict_WGS.bed
BS_XGMXJKFX	intersect_strelka_mutect2_vardict_WGS.bed
BS_XMP9XNR9	intersect_strelka_mutect2_vardict_WGS.bed
BS_XNTQBZAJ	intersect_strelka_mutect2_vardict_WGS.bed
BS_XWQTX5HH	intersect_strelka_mutect2_vardict_WGS.bed
BS_XW26N96W	intersect_strelka_mutect2_vardict_WGS.bed
BS_XVYRXN8J	intersect_strelka_mutect2_vardict_WGS.bed
BS_XVNNWN2Z	intersect_strelka_mutect2_vardict_WGS.bed
BS_XSWF2MR1	intersect_strelka_mutect2_vardict_WGS.bed
BS_XPSD2NRJ	intersect_strelka_mutect2_vardict_WGS.bed
BS_XVBX7ZK1	intersect_strelka_mutect2_vardict_WGS.bed
BS_Z9PKZ4RT	intersect_strelka_mutect2_vardict_WGS.bed
BS_Z9NCH2XA	intersect_strelka_mutect2_vardict_WGS.bed
BS_Z7R92XX6	intersect_strelka_mutect2_vardict_WGS.bed
BS_ZAH4FHV2	intersect_strelka_mutect2_vardict_WGS.bed
BS_ZAT0XJE5	intersect_strelka_mutect2_vardict_WGS.bed
BS_ZJZFT0AJ	intersect_strelka_mutect2_vardict_WGS.bed
BS_ZJT1REVB	intersect_strelka_mutect2_vardict_WGS.bed
BS_ZJSMC22A	intersect_strelka_mutect2_vardict_WGS.bed
BS_ZHJFX6C9	intersect_strelka_mutect2_vardict_WGS.bed
BS_ZH6PC8KM	intersect_strelka_mutect2_vardict_WGS.bed
BS_Z5VJCFNP	intersect_strelka_mutect2_vardict_WGS.bed
BS_ZECKZTFC	intersect_strelka_mutect2_vardict_WGS.bed
BS_ZCY4ECNV	intersect_strelka_mutect2_vardict_WGS.bed
BS_ZBWQG7VR	intersect_strelka_mutect2_vardict_WGS.bed
BS_YVFFHJ1Q	intersect_strelka_mutect2_vardict_WGS.bed
BS_YRC54VPP	intersect_strelka_mutect2_vardict_WGS.bed
BS_YPCTK927	intersect_strelka_mutect2_vardict_WGS.bed
BS_YMDPFK0V	intersect_strelka_mutect2_vardict_WGS.bed
BS_YKQP4SBX	intersect_strelka_mutect2_vardict_WGS.bed
BS_YXCVR90M	intersect_strelka_mutect2_vardict_WGS.bed
BS_Z4S81HG1	intersect_strelka_mutect2_vardict_WGS.bed
BS_Z4Q8RH5M	intersect_strelka_mutect2_vardict_WGS.bed
BS_Z34PQDYT	intersect_strelka_mutect2_vardict_WGS.bed
BS_Z5D6G1S6	intersect_strelka_mutect2_vardict_WGS.bed
BS_Z1BBZ01F	intersect_strelka_mutect2_vardict_WGS.bed
BS_Z14Z2JMW	intersect_strelka_mutect2_vardict_WGS.bed
BS_YZD4SSMA	intersect_strelka_mutect2_vardict_WGS.bed
BS_YZ2YNEJJ	intersect_strelka_mutect2_vardict_WGS.bed
BS_YZ0P5E8H	intersect_strelka_mutect2_vardict_WGS.bed
BS_YYAPSA5P	intersect_strelka_mutect2_vardict_WGS.bed
BS_KP0YNTAK	intersect_strelka_mutect2_vardict_WGS.bed
BS_KM878Y43	intersect_strelka_mutect2_vardict_WGS.bed
BS_KKWQW01N	intersect_strelka_mutect2_vardict_WGS.bed
BS_KJTW1RBN	intersect_strelka_mutect2_vardict_WGS.bed
BS_KJQXZ8GK	intersect_strelka_mutect2_vardict_WGS.bed
BS_KHSYAB3J	intersect_strelka_mutect2_vardict_WGS.bed
BS_KH3859M5	intersect_strelka_mutect2_vardict_WGS.bed
BS_KH0NFCWF	intersect_strelka_mutect2_vardict_WGS.bed
BS_KPWRDRFP	intersect_strelka_mutect2_vardict_WGS.bed
BS_KXGJ1HMG	intersect_strelka_mutect2_vardict_WGS.bed
BS_KVYCH9PB	intersect_strelka_mutect2_vardict_WGS.bed
BS_KVV3G6NP	intersect_strelka_mutect2_vardict_WGS.bed
BS_KV3XF9WV	intersect_strelka_mutect2_vardict_WGS.bed
BS_KT9H4B1N	intersect_strelka_mutect2_vardict_WGS.bed
BS_KSRYKCDE	intersect_strelka_mutect2_vardict_WGS.bed
BS_KSHETTQC	intersect_strelka_mutect2_vardict_WGS.bed
BS_KRYYDC2X	intersect_strelka_mutect2_vardict_WGS.bed
BS_KG1YMTA4	intersect_strelka_mutect2_vardict_WGS.bed
BS_KFRBXXV7	intersect_strelka_mutect2_vardict_WGS.bed
BS_K6BMXTW5	intersect_strelka_mutect2_vardict_WGS.bed
BS_K6A9Z04J	intersect_strelka_mutect2_vardict_WGS.bed
BS_K3YT05M7	intersect_strelka_mutect2_vardict_WGS.bed
BS_K3Y06EKR	intersect_strelka_mutect2_vardict_WGS.bed
BS_K3PPH522	intersect_strelka_mutect2_vardict_WGS.bed
BS_K89V7JNJ	intersect_strelka_mutect2_vardict_WGS.bed
BS_KCN7NG92	intersect_strelka_mutect2_vardict_WGS.bed
BS_KB9GJDCS	intersect_strelka_mutect2_vardict_WGS.bed
BS_KAZENYZE	intersect_strelka_mutect2_vardict_WGS.bed
BS_KAD49R68	intersect_strelka_mutect2_vardict_WGS.bed
BS_KBPBCWA0	intersect_strelka_mutect2_vardict_WGS.bed
BS_KY1CTGJ3	intersect_strelka_mutect2_vardict_WGS.bed
BS_KYG3H6C6	intersect_strelka_mutect2_vardict_WGS.bed
BS_MJJZJMTK	intersect_strelka_mutect2_vardict_WGS.bed
BS_MJ8EGM54	intersect_strelka_mutect2_vardict_WGS.bed
BS_MHT5C2AP	intersect_strelka_mutect2_vardict_WGS.bed
BS_MGY2V5N4	intersect_strelka_mutect2_vardict_WGS.bed
BS_MGBEMNYR	intersect_strelka_mutect2_vardict_WGS.bed
BS_MFTAVQ5C	intersect_strelka_mutect2_vardict_WGS.bed
BS_MEPW36WF	intersect_strelka_mutect2_vardict_WGS.bed
BS_ME97J1GA	intersect_strelka_mutect2_vardict_WGS.bed
BS_MDVMT75X	intersect_strelka_mutect2_vardict_WGS.bed
BS_MCM78YPC	intersect_strelka_mutect2_vardict_WGS.bed
BS_MBYEK6HV	intersect_strelka_mutect2_vardict_WGS.bed
BS_MVC1NCZX	intersect_strelka_mutect2_vardict_WGS.bed
BS_MT5ZSRG4	intersect_strelka_mutect2_vardict_WGS.bed
BS_MSGYZ69T	intersect_strelka_mutect2_vardict_WGS.bed
BS_MSB1RDAJ	intersect_strelka_mutect2_vardict_WGS.bed
BS_MS87PMR7	intersect_strelka_mutect2_vardict_WGS.bed
BS_MRX1SPFB	intersect_strelka_mutect2_vardict_WGS.bed
BS_MAVSJH2Y	intersect_strelka_mutect2_vardict_WGS.bed
BS_M28HG0NT	intersect_strelka_mutect2_vardict_WGS.bed
BS_M1YHV93N	intersect_strelka_mutect2_vardict_WGS.bed
BS_M1TDS9CT	intersect_strelka_mutect2_vardict_WGS.bed
BS_M18CDDGK	intersect_strelka_mutect2_vardict_WGS.bed
BS_M16CDR44	intersect_strelka_mutect2_vardict_WGS.bed
BS_M0B42FPR	intersect_strelka_mutect2_vardict_WGS.bed
BS_KYPZRS4S	intersect_strelka_mutect2_vardict_WGS.bed
BS_KYPMZZSY	intersect_strelka_mutect2_vardict_WGS.bed
BS_M2MSWKBC	intersect_strelka_mutect2_vardict_WGS.bed
BS_M4E4H6NG	intersect_strelka_mutect2_vardict_WGS.bed
BS_M9YZK3SP	intersect_strelka_mutect2_vardict_WGS.bed
BS_M8EBKZDG	intersect_strelka_mutect2_vardict_WGS.bed
BS_M659G06J	intersect_strelka_mutect2_vardict_WGS.bed
BS_M5FM63EB	intersect_strelka_mutect2_vardict_WGS.bed
BS_K14VJ1E3	intersect_strelka_mutect2_vardict_WGS.bed
BS_HTGDSPQA	intersect_strelka_mutect2_vardict_WGS.bed
BS_HSYF7G2D	intersect_strelka_mutect2_vardict_WGS.bed
BS_HQFNQHVW	intersect_strelka_mutect2_vardict_WGS.bed
BS_HPMX6CT4	intersect_strelka_mutect2_vardict_WGS.bed
BS_HNE6BPMH	intersect_strelka_mutect2_vardict_WGS.bed
BS_HN8DE43A	intersect_strelka_mutect2_vardict_WGS.bed
BS_HM5N78GV	intersect_strelka_mutect2_vardict_WGS.bed
BS_HM5GFJN8	intersect_strelka_mutect2_vardict_WGS.bed
BS_HW4J7JM8	intersect_strelka_mutect2_vardict_WGS.bed
BS_J52D4XQY	intersect_strelka_mutect2_vardict_WGS.bed
BS_J4E9SW51	intersect_strelka_mutect2_vardict_WGS.bed
BS_J33YVP27	intersect_strelka_mutect2_vardict_WGS.bed
BS_J037K4BM	intersect_strelka_mutect2_vardict_WGS.bed
BS_HZV4WDTB	intersect_strelka_mutect2_vardict_WGS.bed
BS_HZNKSQ17	intersect_strelka_mutect2_vardict_WGS.bed
BS_HZHEF797	intersect_strelka_mutect2_vardict_WGS.bed
BS_HYKV2TH9	intersect_strelka_mutect2_vardict_WGS.bed
BS_HYGK88B0	intersect_strelka_mutect2_vardict_WGS.bed
BS_HW4MYBZ2	intersect_strelka_mutect2_vardict_WGS.bed
BS_HJ95JNFN	intersect_strelka_mutect2_vardict_WGS.bed
BS_H83DTMT2	intersect_strelka_mutect2_vardict_WGS.bed
BS_H50HR85Y	intersect_strelka_mutect2_vardict_WGS.bed
BS_H2K7XX4X	intersect_strelka_mutect2_vardict_WGS.bed
BS_H1MNXNHB	intersect_strelka_mutect2_vardict_WGS.bed
BS_H1K33JVK	intersect_strelka_mutect2_vardict_WGS.bed
BS_H174820R	intersect_strelka_mutect2_vardict_WGS.bed
BS_H0638GZT	intersect_strelka_mutect2_vardict_WGS.bed
BS_H8E4K1DT	intersect_strelka_mutect2_vardict_WGS.bed
BS_H8MAKDRB	intersect_strelka_mutect2_vardict_WGS.bed
BS_H8NWA41N	intersect_strelka_mutect2_vardict_WGS.bed
BS_HGP0PV0D	intersect_strelka_mutect2_vardict_WGS.bed
BS_HEJ72V3F	intersect_strelka_mutect2_vardict_WGS.bed
BS_J5J0EA7Y	intersect_strelka_mutect2_vardict_WGS.bed
BS_HC4T1EEP	intersect_strelka_mutect2_vardict_WGS.bed
BS_HBAKYKQM	intersect_strelka_mutect2_vardict_WGS.bed
BS_J6VRW67C	intersect_strelka_mutect2_vardict_WGS.bed
BS_JRFVST47	intersect_strelka_mutect2_vardict_WGS.bed
BS_JR56RQDC	intersect_strelka_mutect2_vardict_WGS.bed
BS_JQNF0FQP	intersect_strelka_mutect2_vardict_WGS.bed
BS_JNS7Q60A	intersect_strelka_mutect2_vardict_WGS.bed
BS_JM979K1M	intersect_strelka_mutect2_vardict_WGS.bed
BS_JK5GTHVG	intersect_strelka_mutect2_vardict_WGS.bed
BS_JJZPY3BG	intersect_strelka_mutect2_vardict_WGS.bed
BS_JSMAT49K	intersect_strelka_mutect2_vardict_WGS.bed
BS_JSNJZERZ	intersect_strelka_mutect2_vardict_WGS.bed
BS_K07KNTFY	intersect_strelka_mutect2_vardict_WGS.bed
BS_K049HVGR	intersect_strelka_mutect2_vardict_WGS.bed
BS_JJWC13GG	intersect_strelka_mutect2_vardict_WGS.bed
BS_JX1PK0VW	intersect_strelka_mutect2_vardict_WGS.bed
BS_JVTQD8HH	intersect_strelka_mutect2_vardict_WGS.bed
BS_JTBM5TSE	intersect_strelka_mutect2_vardict_WGS.bed
BS_JJNSP29S	intersect_strelka_mutect2_vardict_WGS.bed
BS_JBY9S5D4	intersect_strelka_mutect2_vardict_WGS.bed
BS_JBHQ6G3J	intersect_strelka_mutect2_vardict_WGS.bed
BS_JB3J82ZK	intersect_strelka_mutect2_vardict_WGS.bed
BS_JA3XXP1Y	intersect_strelka_mutect2_vardict_WGS.bed
BS_J8EK6RNF	intersect_strelka_mutect2_vardict_WGS.bed
BS_J8EH1N7V	intersect_strelka_mutect2_vardict_WGS.bed
BS_JC2187NA	intersect_strelka_mutect2_vardict_WGS.bed
BS_JC8YV5V9	intersect_strelka_mutect2_vardict_WGS.bed
BS_JHGFJR3D	intersect_strelka_mutect2_vardict_WGS.bed
BS_JGKRN7NA	intersect_strelka_mutect2_vardict_WGS.bed
BS_JE1DF581	intersect_strelka_mutect2_vardict_WGS.bed
BS_JDS0SYST	intersect_strelka_mutect2_vardict_WGS.bed
BS_JDMM2XG4	intersect_strelka_mutect2_vardict_WGS.bed
BS_MW63FCZC	intersect_strelka_mutect2_vardict_WGS.bed
BS_QRH793AV	intersect_strelka_mutect2_vardict_WGS.bed
BS_QQP17PDQ	intersect_strelka_mutect2_vardict_WGS.bed
BS_QMY84KF4	intersect_strelka_mutect2_vardict_WGS.bed
BS_QMHND3QK	intersect_strelka_mutect2_vardict_WGS.bed
BS_QMG7XNEW	intersect_strelka_mutect2_vardict_WGS.bed
BS_QM1Z8R38	intersect_strelka_mutect2_vardict_WGS.bed
BS_QK61ST4T	intersect_strelka_mutect2_vardict_WGS.bed
BS_QHTDJG77	intersect_strelka_mutect2_vardict_WGS.bed
BS_QSDKJM8T	intersect_strelka_mutect2_vardict_WGS.bed
BS_QXZTRMWM	intersect_strelka_mutect2_vardict_WGS.bed
BS_QX754ADQ	intersect_strelka_mutect2_vardict_WGS.bed
BS_QWS88QXE	intersect_strelka_mutect2_vardict_WGS.bed
BS_QWM9BPDY	intersect_strelka_mutect2_vardict_WGS.bed
BS_QSMFVHSB	intersect_strelka_mutect2_vardict_WGS.bed
BS_QGX93WPF	intersect_strelka_mutect2_vardict_WGS.bed
BS_Q6GVRAWK	intersect_strelka_mutect2_vardict_WGS.bed
BS_Q5XKTB1V	intersect_strelka_mutect2_vardict_WGS.bed
BS_Q50P97Y0	intersect_strelka_mutect2_vardict_WGS.bed
BS_Q3ANJDVG	intersect_strelka_mutect2_vardict_WGS.bed
BS_Q0XBZP88	intersect_strelka_mutect2_vardict_WGS.bed
BS_Q807ENGY	intersect_strelka_mutect2_vardict_WGS.bed
BS_QG6V29H7	intersect_strelka_mutect2_vardict_WGS.bed
BS_QE7WAAKC	intersect_strelka_mutect2_vardict_WGS.bed
BS_QE5B0T7R	intersect_strelka_mutect2_vardict_WGS.bed
BS_QDGHHS4S	intersect_strelka_mutect2_vardict_WGS.bed
BS_QD22MJJ5	intersect_strelka_mutect2_vardict_WGS.bed
BS_QYWGB52C	intersect_strelka_mutect2_vardict_WGS.bed
BS_QC5FNXGH	intersect_strelka_mutect2_vardict_WGS.bed
BS_QBZDQX7A	intersect_strelka_mutect2_vardict_WGS.bed
BS_QA0W86WP	intersect_strelka_mutect2_vardict_WGS.bed
BS_Q9NHTR7G	intersect_strelka_mutect2_vardict_WGS.bed
BS_Q88059DJ	intersect_strelka_mutect2_vardict_WGS.bed
BS_QZRP3NSG	intersect_strelka_mutect2_vardict_WGS.bed
BS_RR3DKGKY	intersect_strelka_mutect2_vardict_WGS.bed
BS_RQ5Z7KNW	intersect_strelka_mutect2_vardict_WGS.bed
BS_RHEBGZF8	intersect_strelka_mutect2_vardict_WGS.bed
BS_RH9PMH3G	intersect_strelka_mutect2_vardict_WGS.bed
BS_RGSJMSRE	intersect_strelka_mutect2_vardict_WGS.bed
BS_RG6JK7ZN	intersect_strelka_mutect2_vardict_WGS.bed
BS_S34SCYW4	intersect_strelka_mutect2_vardict_WGS.bed
BS_S0T3CQ97	intersect_strelka_mutect2_vardict_WGS.bed
BS_RZNNEX1Y	intersect_strelka_mutect2_vardict_WGS.bed
BS_RXSBJ929	intersect_strelka_mutect2_vardict_WGS.bed
BS_RXP2ZRQT	intersect_strelka_mutect2_vardict_WGS.bed
BS_R5G3QP11	intersect_strelka_mutect2_vardict_WGS.bed
BS_R3WB0PP7	intersect_strelka_mutect2_vardict_WGS.bed
BS_R1ZBTEAG	intersect_strelka_mutect2_vardict_WGS.bed
BS_R1RMKH1B	intersect_strelka_mutect2_vardict_WGS.bed
BS_R1G6SG0K	intersect_strelka_mutect2_vardict_WGS.bed
BS_R1CV479M	intersect_strelka_mutect2_vardict_WGS.bed
BS_QZTPJ8YW	intersect_strelka_mutect2_vardict_WGS.bed
BS_QZT3SPY7	intersect_strelka_mutect2_vardict_WGS.bed
BS_R6CKWZW6	intersect_strelka_mutect2_vardict_WGS.bed
BS_R726FKHP	intersect_strelka_mutect2_vardict_WGS.bed
BS_RCAZ62J7	intersect_strelka_mutect2_vardict_WGS.bed
BS_RB8VSEVG	intersect_strelka_mutect2_vardict_WGS.bed
BS_RA0VCMWC	intersect_strelka_mutect2_vardict_WGS.bed
BS_R9V82BC1	intersect_strelka_mutect2_vardict_WGS.bed
BS_R94EDP5H	intersect_strelka_mutect2_vardict_WGS.bed
BS_R922P3XJ	intersect_strelka_mutect2_vardict_WGS.bed
BS_R913E3VB	intersect_strelka_mutect2_vardict_WGS.bed
BS_R8ZKDFWH	intersect_strelka_mutect2_vardict_WGS.bed
BS_R82MYPKB	intersect_strelka_mutect2_vardict_WGS.bed
BS_R7YMKNJN	intersect_strelka_mutect2_vardict_WGS.bed
BS_PZDTK87A	intersect_strelka_mutect2_vardict_WGS.bed
BS_NHMPQ8Q1	intersect_strelka_mutect2_vardict_WGS.bed
BS_NG0CR0EP	intersect_strelka_mutect2_vardict_WGS.bed
BS_NFT9VHMJ	intersect_strelka_mutect2_vardict_WGS.bed
BS_NEX92KQH	intersect_strelka_mutect2_vardict_WGS.bed
BS_NDSWS9TS	intersect_strelka_mutect2_vardict_WGS.bed
BS_NHRNZRQV	intersect_strelka_mutect2_vardict_WGS.bed
BS_NCGGFG6H	intersect_strelka_mutect2_vardict_WGS.bed
BS_NJV6A585	intersect_strelka_mutect2_vardict_WGS.bed
BS_NS8G0465	intersect_strelka_mutect2_vardict_WGS.bed
BS_NNFDFAFM	intersect_strelka_mutect2_vardict_WGS.bed
BS_NMQTPVFW	intersect_strelka_mutect2_vardict_WGS.bed
BS_NMJPX8VQ	intersect_strelka_mutect2_vardict_WGS.bed
BS_NJFK43N3	intersect_strelka_mutect2_vardict_WGS.bed
BS_N0Z6V2YG	intersect_strelka_mutect2_vardict_WGS.bed
BS_MZJJRDZF	intersect_strelka_mutect2_vardict_WGS.bed
BS_MZB884N9	intersect_strelka_mutect2_vardict_WGS.bed
BS_MWZCP1XW	intersect_strelka_mutect2_vardict_WGS.bed
BS_MWXDJFWW	intersect_strelka_mutect2_vardict_WGS.bed
BS_MWKJF6XH	intersect_strelka_mutect2_vardict_WGS.bed
BS_MW74GF38	intersect_strelka_mutect2_vardict_WGS.bed
BS_MW6YMRBJ	intersect_strelka_mutect2_vardict_WGS.bed
BS_N2JD3VX6	intersect_strelka_mutect2_vardict_WGS.bed
BS_NB509KST	intersect_strelka_mutect2_vardict_WGS.bed
BS_NASADC3P	intersect_strelka_mutect2_vardict_WGS.bed
BS_N9SMBR24	intersect_strelka_mutect2_vardict_WGS.bed
BS_N9N1X78X	intersect_strelka_mutect2_vardict_WGS.bed
BS_N9BF56FP	intersect_strelka_mutect2_vardict_WGS.bed
BS_N8WXTFN4	intersect_strelka_mutect2_vardict_WGS.bed
BS_NTXHP7QR	intersect_strelka_mutect2_vardict_WGS.bed
BS_N8D9FH6M	intersect_strelka_mutect2_vardict_WGS.bed
BS_N5VYY66W	intersect_strelka_mutect2_vardict_WGS.bed
BS_N4B3WB8W	intersect_strelka_mutect2_vardict_WGS.bed
BS_NWYBD9CA	intersect_strelka_mutect2_vardict_WGS.bed
BS_PMSZKZP7	intersect_strelka_mutect2_vardict_WGS.bed
BS_PMFR8NPN	intersect_strelka_mutect2_vardict_WGS.bed
BS_PKZ1HWNB	intersect_strelka_mutect2_vardict_WGS.bed
BS_PJ08ZW9A	intersect_strelka_mutect2_vardict_WGS.bed
BS_PFXDWV9R	intersect_strelka_mutect2_vardict_WGS.bed
BS_PNXDHDF3	intersect_strelka_mutect2_vardict_WGS.bed
BS_PP4WJBNR	intersect_strelka_mutect2_vardict_WGS.bed
BS_PYVPKH11	intersect_strelka_mutect2_vardict_WGS.bed
BS_PVZJCXS1	intersect_strelka_mutect2_vardict_WGS.bed
BS_PVYMDM18	intersect_strelka_mutect2_vardict_WGS.bed
BS_PV130A29	intersect_strelka_mutect2_vardict_WGS.bed
BS_PPY0EWPG	intersect_strelka_mutect2_vardict_WGS.bed
BS_MW16Y7ME	intersect_strelka_mutect2_vardict_WGS.bed
BS_PEFRDKDZ	intersect_strelka_mutect2_vardict_WGS.bed
BS_PDRNE606	intersect_strelka_mutect2_vardict_WGS.bed
BS_P3P96WCD	intersect_strelka_mutect2_vardict_WGS.bed
BS_P3KD5EQG	intersect_strelka_mutect2_vardict_WGS.bed
BS_P3EVK3C2	intersect_strelka_mutect2_vardict_WGS.bed
BS_P36C0ABE	intersect_strelka_mutect2_vardict_WGS.bed
BS_P0QJ1QAH	intersect_strelka_mutect2_vardict_WGS.bed
BS_P0KQFXNC	intersect_strelka_mutect2_vardict_WGS.bed
BS_NZRJE7QA	intersect_strelka_mutect2_vardict_WGS.bed
BS_NYVVN7SD	intersect_strelka_mutect2_vardict_WGS.bed
BS_NXZSD2KK	intersect_strelka_mutect2_vardict_WGS.bed
BS_P3PF53V8	intersect_strelka_mutect2_vardict_WGS.bed
BS_P42V737Y	intersect_strelka_mutect2_vardict_WGS.bed
BS_PC2YQ4F6	intersect_strelka_mutect2_vardict_WGS.bed
BS_P99S85CY	intersect_strelka_mutect2_vardict_WGS.bed
BS_P8WN8XEQ	intersect_strelka_mutect2_vardict_WGS.bed
BS_PEDGRK8S	intersect_strelka_mutect2_vardict_WGS.bed
BS_P7CY04E7	intersect_strelka_mutect2_vardict_WGS.bed
BS_P6NWC51S	intersect_strelka_mutect2_vardict_WGS.bed
BS_P4K6WK9Y	intersect_strelka_mutect2_vardict_WGS.bed
BS_18RH1034	intersect_strelka_mutect2_vardict_WGS.bed
BS_AH3RVK53	intersect_strelka_mutect2_vardict_WGS.bed
BS_JEZBA2EW	intersect_strelka_mutect2_vardict_WGS.bed
BS_KQPCYZ2K	intersect_strelka_mutect2_vardict_WGS.bed
BS_TN8CGS84	intersect_strelka_mutect2_vardict_WGS.bed
TARGET-10-PANSHK-09A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANSHK-10A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANTBB-09A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANTBB-14A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANUXS-09A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANUXS-14A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANVGZ-09A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANVGZ-10B-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANVIX-09A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANVIX-10A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANVUD-09A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANVUD-14A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANWES-09A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANWES-10A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANWJM-09A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANWJM-10A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANWJS-09A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANWJS-10A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANWKP-09A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANWKP-10A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANWSP-09A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANWSP-10A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANWYH-09A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANWYH-10A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANWYM-09A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANWYM-10A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANXXD-09A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANXXD-14A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANXZK-09A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANXZK-10A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANYGB-09A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANYGB-14A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANZBY-03A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PANZBY-14A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PAPAGF-09A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PAPAGF-10A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PAPAGW-09A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PAPAGW-14A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PAPAMS-09A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PAPAMS-14A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PAPBPC-09A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PAPBPC-10A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PAPBVD-09A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PAPBVD-10A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PAPCRD-09A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PAPCRD-10A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PAPCRJ-09A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PAPCRJ-10A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PAPCSZ-09A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
TARGET-10-PAPCSZ-10A-01D	nexterarapidcapture_exome_targetedregions_v1.2_hg38_100.bed
